Date,portfolio_return,cumulative_return,rolling_vol,rolling_sharpe,var_95,expected_shortfall
2010-01-01,0.0,0.0,,,,
2010-01-04,0.0,0.0,,,,
2010-01-05,0.0,0.0,,,,
2010-01-06,0.0,0.0,,,,
2010-01-07,0.0,0.0,,,,
2010-01-08,0.0,0.0,,,,
2010-01-11,0.0,0.0,,,,
2010-01-12,0.0,0.0,,,,
2010-01-13,0.0,0.0,,,,
2010-01-14,0.0,0.0,,,,
2010-01-15,0.0,0.0,,,,
2010-01-18,0.0,0.0,,,,
2010-01-19,0.0,0.0,,,,
2010-01-20,0.0,0.0,,,,
2010-01-21,0.0,0.0,,,,
2010-01-22,0.0,0.0,,,,
2010-01-25,0.0,0.0,,,,
2010-01-26,0.0,0.0,,,,
2010-01-27,0.0,0.0,,,,
2010-01-28,0.0,0.0,,,,
2010-01-29,-0.006543969315458198,-0.006543969315458198,,,,
2010-02-01,0.0011585637035416707,-0.005392987217242573,,,,
2010-02-02,0.003482506183358131,-0.0019292621452152714,,,,
2010-02-03,-0.004702793255483978,-0.006622982479694617,,,,
2010-02-04,-0.0036311409476247887,-0.010230074444441906,,,,
2010-02-05,-0.0021653577025199378,-0.012373280376466234,,,,
2010-02-08,-0.002631717647384957,-0.014972435043528298,,,,
2010-02-09,0.00440516237785038,-0.01063322867323635,,,,
2010-02-10,-0.0010592878789692228,-0.011681252901957762,,,,
2010-02-11,0.0032522729229775837,-0.008466970601499701,,,,
2010-02-12,-0.0013675991217240724,-0.009822990301665557,,,,
2010-02-15,-0.000741160376530566,-0.01055687026700547,,,,
2010-02-16,0.0016678508052928585,-0.008906626746288948,,,,
2010-02-17,-0.005807430718450024,-0.014662332846974824,,,,
2010-02-18,-0.007054819529820012,-0.021613712264673235,,,,
2010-02-19,0.005996308000886204,-0.015747006739568525,,,,
2010-02-22,0.0006335580069710318,-0.015123425374803268,,,,
2010-02-23,0.004578463001481571,-0.010614204416855899,,,,
2010-02-24,-0.0006644945698959607,-0.011271645905553074,,,,
2010-02-25,-0.0020939118052733796,-0.013341955878400036,,,,
2010-02-26,0.0017947387888905264,-0.01157116241524414,,,,
2010-03-01,-0.002575363664155006,-0.014116726128162838,,,,
2010-03-02,0.0044584022564433945,-0.009721261915342838,,,,
2010-03-03,0.0034939050867544004,-0.0062613219950441446,,,,
2010-03-04,-0.004888348160644725,-0.011119062633831223,,,,
2010-03-05,0.002819645227791434,-0.008330769217932854,,,,
2010-03-08,-5.1677567901586485e-06,-0.008335893923333781,,,,
2010-03-09,0.0004820368428669619,-0.007857875288456162,,,,
2010-03-10,-0.0010978317777431692,-0.00894708044100212,,,,
2010-03-11,0.0009882030701023152,-0.00796771890326009,,,,
2010-03-12,0.0039561546165610695,-0.004043085814621761,,,,
2010-03-15,0.0012149393554147792,-0.0028330585632804217,,,,
2010-03-16,0.0029141774707350243,7.286287201635488e-05,,,,
2010-03-17,0.0009038597036743479,0.0009767884335045718,,,,
2010-03-18,-0.0044235368926555845,-0.003451069318822997,,,,
2010-03-19,-0.0029871927989273774,-0.006427953108332551,,,,
2010-03-22,0.001302821870665068,-0.0051335057155607045,,,,
2010-03-23,-0.0024045882922382558,-0.0075257500400571775,,,,
2010-03-24,-0.01259632037498648,-0.02002727365647705,,,,
2010-03-25,-0.0024683861272263297,-0.022446224739243514,,,,
2010-03-26,-0.0012228689341196033,-0.02364164488244125,,,,
2010-03-29,0.002503609123003625,-0.021197225197248204,,,,
2010-03-30,-0.0018123309623755044,-0.022971139772082316,,,,
2010-03-31,0.0006505626460363567,-0.022335521291518612,,,,
2010-04-01,0.004102224644344149,-0.018324921973060904,,,,
2010-04-02,-0.004827962528437387,-0.023064412464875894,,,,
2010-04-05,0.005371496805905872,-0.017816806076855318,,,,
2010-04-06,0.0016362862446930673,-0.01620967322687017,,,,
2010-04-07,-3.866046748635108e-05,-0.016247707020811797,,,,
2010-04-08,0.0014626060340542368,-0.0148088649810858,,,,
2010-04-09,0.0025237325950307663,-0.012322506001303246,,,,
2010-04-12,-0.00012816190523364432,-0.012449088630690497,,,,
2010-04-13,0.0005248699137715419,-0.01193075286899492,,,,
2010-04-14,0.002585711686235152,-0.009375890669878761,,,,
2010-04-15,-0.0003533395270086671,-0.009725917324112876,,,,
2010-04-16,-0.0025914155034540975,-0.012292128934627944,,,,
2010-04-19,-0.0023045664638265593,-0.014568367370342727,,,,
2010-04-20,0.0034783625821640145,-0.011140678852122998,,,,
2010-04-21,3.4589655156236176e-06,-0.011137258421831442,,,,
2010-04-22,-0.002950487051747201,-0.014054885136813078,,,,
2010-04-23,-0.0009304471672717157,-0.014972254976022947,,,,
2010-04-26,0.0016382988829522307,-0.013358485121673258,,,,
2010-04-27,-0.00722899936256934,-0.020490916003813142,,,,
2010-04-28,-0.002030162332376406,-0.02247947845036269,,,,
2010-04-29,0.005152141542120514,-0.01744315436301147,,,,
2010-04-30,-0.0008474781457321611,-0.01827584981662833,,,,
2010-05-03,-0.006255550402185672,-0.02441707471914334,,,,
2010-05-04,-0.004073653444887748,-0.02839126146348736,,,,
2010-05-05,0.003915537625981347,-0.02458689089001531,,,,
2010-05-06,-0.015503143320756307,-0.03970886011749186,,,,
2010-05-07,-0.005440156037970101,-0.044932993760332884,,,,
2010-05-10,0.005335407156625616,-0.039837322420184784,,,,
2010-05-11,0.003969008971779875,-0.03602642813850232,,,,
2010-05-12,-0.005623264001794914,-0.041447106023832725,,,,
2010-05-13,-0.015037613920404591,-0.055861454365732865,,,,
2010-05-14,0.0,-0.055861454365732865,,,,
2010-05-17,0.0,-0.055861454365732865,,,,
2010-05-18,0.0,-0.055861454365732865,,,,
2010-05-19,0.008390577252003428,-0.04793958696199441,,,,
2010-05-20,-0.004734981835441298,-0.05244757572397207,,,,
2010-05-21,0.009238853465612928,-0.043693277725099566,,,,
2010-05-24,-0.00497112832025981,-0.048447201155055186,,,,
2010-05-25,0.0004180470229682154,-0.04804940734030094,,,,
2010-05-26,-0.0021575874054450273,-0.050103323949629464,,,,
2010-05-27,0.012274533984412583,-0.038443784917768675,,,,
2010-05-28,-0.007385486399220209,-0.04554534526634413,,,,
2010-05-31,0.004777706532603343,-0.04098524102734946,,,,
2010-06-01,0.0,-0.04098524102734946,,,,
2010-06-02,0.0,-0.04098524102734946,,,,
2010-06-03,0.0,-0.04098524102734946,,,,
2010-06-04,0.0,-0.04098524102734946,,,,
2010-06-07,0.0,-0.04098524102734946,,,,
2010-06-08,-0.0017338533465790507,-0.04264803197661293,,,,
2010-06-09,0.006852002650014066,-0.03608825375472047,,,,
2010-06-10,0.0,-0.03608825375472047,,,,
2010-06-11,0.0,-0.03608825375472047,,,,
2010-06-14,0.0,-0.03608825375472047,,,,
2010-06-15,0.0,-0.03608825375472047,,,,
2010-06-16,0.0008526499456200655,-0.03526637445670189,,,,
2010-06-17,0.006083497774565072,-0.02939741959266129,,,,
2010-06-18,0.0012105145924186655,-0.028222491005639005,,,,
2010-06-21,-0.00377337470091658,-0.03188937167299799,,,,
2010-06-22,-0.0010056404737903701,-0.0328629429039502,,,,
2010-06-23,-1.9658880770194022e-05,-0.03288195573604402,,,,
2010-06-24,-0.00029141414568728546,-0.033163787614691964,,,,
2010-06-25,0.00615738810352115,-0.02721060182249735,,,,
2010-06-28,-0.0022700291875810685,-0.029418862149729663,,,,
2010-06-29,-0.00493710501181005,-0.03421072314977858,,,,
2010-06-30,-0.00039799443605466773,-0.03459510190836623,,,,
2010-07-01,0.012645107589180473,-0.022387453104875665,,,,
2010-07-02,0.0005424571411611343,-0.021857140197523606,,,,
2010-07-05,-0.002041856386948676,-0.023854367443159497,,,,
2010-07-06,0.0049522666000922375,-0.01902023403022224,,,,
2010-07-07,0.0015773659782683525,-0.017472869922011913,,,,
2010-07-08,-0.00011681993558618206,-0.017587648678059287,,,,
2010-07-09,-0.0005490922728742519,-0.018127083708946334,,,,
2010-07-12,-0.0026919720348875793,-0.02077025814141531,,,,
2010-07-13,0.006122626924840669,-0.0147747997583072,,,,
2010-07-14,0.0027758473099095404,-0.01203996503656124,,,,
2010-07-15,0.007909311776913674,-0.004225881096904804,,,,
2010-07-16,-0.004424577896932015,-0.008631761253740433,,,,
2010-07-19,-0.001334709219563912,-0.009954949581977957,,,,
2010-07-20,0.001452690221600883,-0.008516720818291468,,,,
2010-07-21,-0.00401990667740601,-0.012502391072810481,,,,
2010-07-22,0.006104458175900468,-0.006474253220312809,,,,
2010-07-23,0.0018793489266488441,-0.004607071674504359,,,,
2010-07-26,0.004945220765195407,0.00031536610417948197,,,,
2010-07-27,-0.0017481437695544835,-0.0014333289706651708,,,,
2010-07-28,0.0005100900531743449,-0.0009239700443417487,,,,
2010-07-29,0.004838348394712588,0.003909907861390005,,,,
2010-07-30,0.002567179201396069,0.006487124496927343,,,,
2010-08-02,0.006989217163619971,0.013521681582423728,,,,
2010-08-03,0.003915742506992337,0.017490371512754566,,,,
2010-08-04,1.4644089808446559e-05,0.017505271733134098,,,,
2010-08-05,-0.0022116456861246414,0.015254910588296422,,,,
2010-08-06,0.002032057237671303,0.01731796667743879,,,,
2010-08-09,0.001970467429627726,0.01932255859635168,,,,
2010-08-10,-0.0035092453496493874,0.015745505647804636,,,,
2010-08-11,-0.0008724011458891848,0.014859368104745752,,,,
2010-08-12,-0.013634954889121116,0.0010218064018354678,,,,
2010-08-13,-0.002212473736530412,-0.0011929280545228682,,,,
2010-08-16,-0.0009489409282642802,-0.002140736964531764,,,,
2010-08-17,0.003311920015319047,0.0011640931011869249,,,,
2010-08-18,0.0020530600344235146,0.0032195430886328147,,,,
2010-08-19,0.0015206788102352098,0.004745117789821673,,,,
2010-08-20,-0.003935594466828757,0.0007908484636747204,,,,
2010-08-23,-0.005271162945398451,-0.004484483172840892,,,,
2010-08-24,-0.0020409270633944825,-0.006516257733162667,,,,
2010-08-25,-0.00026992076511031564,-0.006784419624999982,,,,
2010-08-26,0.00020226498947081858,-0.006583526886093205,,,,
2010-08-27,0.003007278067718472,-0.0035960473143875626,,,,
2010-08-30,-0.00010865410745336567,-0.0037043106965296557,,,,
2010-08-31,-0.0026612452045979553,-0.006355697822050144,,,,
2010-09-01,-0.0013142052039693541,-0.007661550334866929,,,,
2010-09-02,0.006210945705443228,-0.001498190102573016,,,,
2010-09-03,-0.0002905988492581391,-0.0017883535795114591,,,,
2010-09-06,0.004882075331402364,0.003084990874996363,,,,
2010-09-07,0.00034832874035517486,0.003434394206337066,,,,
2010-09-08,-0.0062670823482375015,-0.002854211773207882,,,,
2010-09-09,0.005054570132146329,0.0021859315453587325,,,,
2010-09-10,-0.0006124793900260384,0.0015721133173132174,,,,
2010-09-13,-0.0012294201242081804,0.00034076040535513386,,,,
2010-09-14,0.006753727606315596,0.007096789414627658,,,,
2010-09-15,0.006273489086173838,0.0134148001317409,,,,
2010-09-16,0.0032976104701794386,0.01675664738728999,,,,
2010-09-17,0.001110234120281328,0.017885485309242277,,,,
2010-09-20,-0.0023856360840821176,0.015457180966025108,,,,
2010-09-21,-0.0007204291757993604,0.014725615986082241,,,,
2010-09-22,0.007518491342148067,0.022354821744529296,,,,
2010-09-23,-0.0011643888550956216,0.021164403184136704,,,,
2010-09-24,-0.001778852799507291,0.0193479020267755,,,,
2010-09-27,0.007114111217171945,0.026599656370784874,,,,
2010-09-28,-0.002334295827712274,0.02420326907618775,,,,
2010-09-29,0.0034711909082026093,0.027758474151956314,,,,
2010-09-30,0.0008841071624196284,0.028667122780191567,,,,
2010-10-01,-0.0005593232502502652,0.028091765341652586,,,,
2010-10-04,0.006631122274189604,0.034909167546720354,,,,
2010-10-05,-0.002939110487590074,0.03186745515868061,,,,
2010-10-06,0.0065996962066586515,0.03867746688826568,,,,
2010-10-07,0.0029659870429604167,0.04175817079687105,,,,
2010-10-08,0.0004931517079869161,0.042271915618108835,,,,
2010-10-11,0.005648322807449313,0.04815900385065852,,,,
2010-10-12,-0.004217885066236493,0.04373798964127551,,,,
2010-10-13,0.0009551952599508307,0.044734963221611634,,,,
2010-10-14,0.004118141780209,0.049037329922899664,,,,
2010-10-15,0.004171112441502173,0.05341298258134142,,,,
2010-10-18,-0.004199000913956114,0.04898970050470908,,,,
2010-10-19,-0.0023308532230090213,0.04654465948038444,,,,
2010-10-20,-0.011493970760576037,0.03451570576467988,,,,
2010-10-21,0.01042178209259656,0.045297203021527954,,,,
2010-10-22,-0.004565579784854668,0.040524815242247714,,,,
2010-10-25,-0.00025978075803034795,0.040254506916994615,,,,
2010-10-26,0.0038437950351909167,0.04425303202601705,,,,
2010-10-27,-0.002075980074032424,0.04208518353928303,,,,
2010-10-28,-0.004708807815324512,0.03717820468279931,,,,
2010-10-29,0.0,0.03717820468279931,,,,
2010-11-01,0.01420607886477258,0.051912440055346565,,,,
2010-11-02,0.0013800113409123682,0.0533640911522697,,,,
2010-11-03,0.0024448753353503716,0.05593943503787169,,,,
2010-11-04,0.0017036458392607758,0.05773838186288538,,,,
2010-11-05,0.006731808381224363,0.06485887396705281,,,,
2010-11-08,-0.004166272672079974,0.06042238154082202,,,,
2010-11-09,-0.0032127156102036425,0.05701554600223657,,,,
2010-11-10,-0.005294833369395772,0.051418824817293984,,,,
2010-11-11,0.0022280039714363364,0.05376139013462988,,,,
2010-11-12,-0.0025119283464192605,0.05111441702838859,,,,
2010-11-15,-0.0018168776537301756,0.04920467073257617,,,,
2010-11-16,-0.004341447706365316,0.04464960352131642,,,,
2010-11-17,-0.007633448152668032,0.03667532493513126,,,,
2010-11-18,0.002230641657068072,0.0389877760997861,,,,
2010-11-19,0.0025384248351921768,0.04162516847409892,,,,
2010-11-22,-1.4603518381228734e-05,0.041609957081804705,,,,
2010-11-23,-0.0014922802525156136,0.04005558311202795,,,,
2010-11-24,-0.003609274697558192,0.03630173681184745,,,,
2010-11-25,0.00256255869015302,0.0389573208331353,,,,
2010-11-26,-0.0007827509976801409,0.03814407595370617,,,,
2010-11-29,-0.009023908024078413,0.028775959296558185,,,,
2010-11-30,-0.001273735530579597,0.027465570804195982,,,,
2010-12-01,0.0005055377629974061,0.027984993450417273,,,,
2010-12-02,0.003758395532708708,0.03184856765749289,,,,
2010-12-03,0.006120101864284605,0.03816358600007308,,,,
2010-12-06,0.007863655344249229,0.046327346631327426,,,,
2010-12-07,-0.0017959268113384441,0.044448219296075564,,,,
2010-12-08,-0.004040469792203035,0.040228157816489585,,,,
2010-12-09,-0.001497512487943757,0.0386704031598486,,,,
2010-12-10,0.0007723446706588236,0.03947261471030017,,,,
2010-12-13,-0.0009122796293308255,0.03852432501865266,,,,
2010-12-14,0.004333778049000925,0.043025058941772,,,,
2010-12-15,-0.0030014291986754094,0.039894493074914106,,,,
2010-12-16,-0.00546484983131353,0.03421162582984971,,,,
2010-12-17,0.0016843906119997087,0.035953642183218504,,,,
2010-12-20,-0.0048529441012842844,0.030926217066181483,0.06710866747389668,0.18929594559341723,-0.006009084576131065,-0.009666097446160147
2010-12-21,-0.0016414267427174163,0.02923402720372059,0.06713192431932201,0.16477960428559002,-0.006009084576131065,-0.009666097446160147
2010-12-22,-0.0011969498303734394,0.028002085709444513,0.06714480027284274,0.146921609027179,-0.006009084576131065,-0.009666097446160147
2010-12-23,0.001398742280287496,0.029439995690949905,0.06715688964893386,0.16772313954776696,-0.006009084576131065,-0.009666097446160147
2010-12-24,0.003291575812558456,0.032828475481246455,0.06723140874732512,0.2164961356297577,-0.006009084576131065,-0.009666097446160147
2010-12-27,-0.001274869656231442,0.03151175379776361,0.06724610501084985,0.19749055396392687,-0.006009084576131065,-0.009666097446160147
2010-12-28,0.004221694020869027,0.035866480801227674,0.06737018493306195,0.25979095305687605,-0.006009084576131065,-0.009666097446160147
2010-12-29,-0.0013570728651912391,0.03446073450817111,0.06738686064762575,0.2395881263947226,-0.006009084576131065,-0.009666097446160147
2010-12-30,0.00783274219153443,0.042563398748838965,0.06782392601653033,0.3535306091227655,-0.006009084576131065,-0.009666097446160147
2010-12-31,0.0008766545066727083,0.04347736665084412,0.06782732683279137,0.366437681462305,-0.006009084576131065,-0.009666097446160147
2011-01-03,0.006078189782151633,0.049819820118727653,0.06808317173207445,0.45433662063033836,-0.006009084576131065,-0.009666097446160147
2011-01-04,-0.0029559108317425416,0.04671664634106065,0.06815610980022546,0.41048069522757014,-0.006009084576131065,-0.009666097446160147
2011-01-05,-0.0012102682096905015,0.04544983845944017,0.06817024805309663,0.39264194996422325,-0.006009084576131065,-0.009666097446160147
2011-01-06,-0.007840828720968251,0.03725264533971573,0.0686409726931227,0.27571972921707444,-0.0062607397779089954,-0.009788041932220345
2011-01-07,-0.004931259065385302,0.0321376838292895,0.06882899062704882,0.20332146688868463,-0.0062607397779089954,-0.009788041932220345
2011-01-10,0.0020457961879967734,0.03424922716835521,0.06885536351133562,0.2329550917862074,-0.0062607397779089954,-0.009788041932220345
2011-01-11,0.002919606612589165,0.03726882805106113,0.06891115116549075,0.27513419553553625,-0.0062607397779089954,-0.009788041932220345
2011-01-12,-0.00038482851008042623,0.03686965743340931,0.06891309246328627,0.26954218661948026,-0.0062607397779089954,-0.009788041932220345
2011-01-13,0.006553893397743371,0.043665190635582496,0.06920948893515098,0.3630843026532624,-0.0062607397779089954,-0.009788041932220345
2011-01-14,0.006028666772930208,0.049957100292431056,0.06945595955274987,0.44859427471122754,-0.0062607397779089954,-0.009788041932220345
