Date,EURUSD,GBPUSD,AUDUSD,NZDUSD,USDCAD,USDCHF,USDJPY,USDSEK,USDNOK
2015-12-03,1.0613007545471191,1.4949023723602295,0.7303001284599304,0.6643193960189819,1.3347899913787842,1.0183600187301636,123.22599792480469,8.683650016784668,8.64663028717041
2015-12-04,1.0915957689285278,1.513500452041626,0.7329766154289246,0.6675121784210205,1.334689974784851,0.9937000274658203,122.65299987792969,8.497360229492188,8.499529838562012
2015-12-07,1.0883997678756714,1.511258840560913,0.7342144250869751,0.6729022264480591,1.3387999534606934,0.9968000054359436,123.19000244140625,8.478110313415527,8.519869804382324
2015-12-08,1.0834001302719116,1.5050268173217773,0.7259001135826111,0.6640105843544006,1.3508399724960327,1.0003999471664429,123.27999877929688,8.543959617614746,8.663599967956543
2015-12-09,1.0893957614898682,1.5010056495666504,0.7225067615509033,0.663790225982666,1.3579399585723877,0.9927999973297119,122.91200256347656,8.506799697875977,8.757829666137695
2015-12-10,1.1017948389053345,1.5183953046798706,0.7235366702079773,0.6727211475372314,1.3566999435424805,0.983299970626831,121.69999694824219,8.412910461425781,8.672419548034668
2015-12-11,1.0948106050491333,1.516093373298645,0.727219820022583,0.676315426826477,1.3632999658584595,0.9879999756813049,121.70999908447266,8.512249946594238,8.641759872436523
2015-12-14,1.0983941555023193,1.5198955535888672,0.7164863348007202,0.6719075441360474,1.3736000061035156,0.9837999939918518,120.89299774169922,8.509099960327148,8.68336009979248
2015-12-15,1.0992997884750366,1.5160702466964722,0.7254788279533386,0.6785181164741516,1.372689962387085,0.9854999780654907,121.08999633789062,8.477899551391602,8.654800415039062
2015-12-16,1.0936251878738403,1.5043702125549316,0.7203054428100586,0.6770939230918884,1.3728400468826294,0.9906899929046631,121.67500305175781,8.496569633483887,8.68770980834961
2015-12-17,1.087453007698059,1.497790813446045,0.7208765745162964,0.6766357421875,1.378999948501587,0.9926599860191345,122.46299743652344,8.524680137634277,8.775489807128906
2015-12-18,1.0844104290008545,1.4929606914520264,0.7128092050552368,0.6701963543891907,1.3924000263214111,0.9944000244140625,122.44999694824219,8.547100067138672,8.759679794311523
2015-12-21,1.0869920253753662,1.4908239841461182,0.7166917324066162,0.6728116869926453,1.3946000337600708,0.9918199777603149,121.30000305175781,8.552800178527832,8.748530387878418
2015-12-22,1.09129798412323,1.4896912574768066,0.7199942469596863,0.6775985956192017,1.3951799869537354,0.9926999807357788,121.20600128173828,8.493060111999512,8.77239990234375
2015-12-23,1.0950024127960205,1.4823379516601562,0.7232226729393005,0.6809206008911133,1.3918999433517456,0.9878000020980835,121.02999877929688,8.430689811706543,8.718600273132324
2015-12-24,1.0909169912338257,1.4876967668533325,0.7233796119689941,0.6790710091590881,1.385200023651123,0.9904999732971191,120.93499755859375,8.446200370788574,8.713709831237793
2015-12-25,1.0969964265823364,1.491424322128296,0.727219820022583,0.6830601096153259,1.3827500343322754,0.9862499833106995,120.16999816894531,8.386750221252441,8.70833969116211
2015-12-28,1.0965994596481323,1.4932059049606323,0.7282790541648865,0.6843221783638,1.3837000131607056,0.9867799878120422,120.23100280761719,8.393070220947266,8.65762996673584
2015-12-29,1.0975261926651,1.4894028902053833,0.7257947325706482,0.6855888962745667,1.3894000053405762,0.9879400134086609,120.3499984741211,8.365039825439453,8.688300132751465
2015-12-30,1.0928006172180176,1.4822280406951904,0.7290754914283752,0.6864831447601318,1.3833999633789062,0.9922099709510803,120.52899932861328,8.378299713134766,8.694540023803711
2015-12-31,1.093398094177246,1.481920599937439,0.7284913063049316,0.684415876865387,1.3871999979019165,0.9879999756813049,120.44999694824219,8.409299850463867,8.782259941101074
2016-01-01,1.0859060287475586,1.4738394021987915,0.7271669507026672,0.6841349005699158,1.3899699449539185,1.0013600587844849,120.28800201416016,8.433850288391113,8.858480453491211
2016-01-04,1.0853991508483887,1.473708987236023,0.7287036180496216,0.6832934617996216,1.3864500522613525,0.9994999766349792,120.31099700927734,8.437800407409668,8.82863998413086
2016-01-05,1.0827549695968628,1.4714103937149048,0.7185972929000854,0.67458176612854,1.3934299945831299,1.0024199485778809,119.46700286865234,8.492609977722168,8.878450393676758
2016-01-06,1.0751993656158447,1.467394471168518,0.7162810564041138,0.6701065301895142,1.3983999490737915,1.0083999633789062,119.10199737548828,8.58965015411377,8.905850410461426
2016-01-07,1.0778998136520386,1.4629936218261719,0.708014726638794,0.6643193960189819,1.4067599773406982,1.007390022277832,118.61000061035156,8.588509559631348,8.946049690246582
2016-01-08,1.0925976037979126,1.4626940488815308,0.7018036246299744,0.6625587940216064,1.4101999998092651,0.9937000274658203,117.54000091552734,8.464349746704102,8.88578987121582
2016-01-11,1.0941038131713867,1.45249605178833,0.6942998170852661,0.6518904566764832,1.4184000492095947,0.9921000003814697,117.08000183105469,8.49116039276123,8.871060371398926
2016-01-12,1.0857999324798584,1.454397439956665,0.6987143754959106,0.6556087136268616,1.4221999645233154,1.0015000104904175,117.6500015258789,8.538590431213379,8.940299987792969
2016-01-13,1.0843987464904785,1.4436262845993042,0.6987143754959106,0.6544930934906006,1.4255000352859497,1.0029000043869019,117.83000183105469,8.532400131225586,8.874990463256836
2016-01-14,1.0886012315750122,1.4407975673675537,0.6935774683952332,0.6487187743186951,1.4350999593734741,1.00600004196167,117.42500305175781,8.521300315856934,8.820059776306152
2016-01-15,1.085894227027893,1.442710041999817,0.6996921300888062,0.6490135192871094,1.4344600439071655,1.0052000284194946,118.2030029296875,8.550800323486328,8.76278018951416
2016-01-18,1.0920010805130005,1.4274091720581055,0.6861063838005066,0.6443299055099487,1.457800030708313,1.0017000436782837,116.98999786376953,8.575429916381836,8.849349975585938
2016-01-19,1.0895025730133057,1.4253135919570923,0.6878998875617981,0.6454527974128723,1.454450011253357,1.0049999952316284,117.38400268554688,8.586020469665527,8.893969535827637
2016-01-20,1.09129798412323,1.4182385206222534,0.6917064189910889,0.6402868628501892,1.45632004737854,1.0032000541687012,117.56500244140625,8.53279972076416,8.810580253601074
2016-01-21,1.0877013206481934,1.4198495149612427,0.6937218308448792,0.6462870836257935,1.4474999904632568,1.0055700540542603,117.13400268554688,8.593649864196777,8.877479553222656
2016-01-22,1.0862009525299072,1.4226775169372559,0.7016066908836365,0.6545788049697876,1.4270800352096558,1.0078999996185303,117.92400360107422,8.561570167541504,8.7808198928833
2016-01-25,1.079901933670044,1.4260046482086182,0.7004027366638184,0.6475006341934204,1.4140599966049194,1.0161199569702148,118.5719985961914,8.578100204467773,8.734600067138672
2016-01-26,1.0853049755096436,1.4242985248565674,0.6939143538475037,0.6449116468429565,1.4296000003814697,1.0124000310897827,118.22799682617188,8.558449745178223,8.757699966430664
2016-01-27,1.0864958763122559,1.434308648109436,0.700721800327301,0.6507874727249146,1.4118000268936157,1.017240047454834,118.37999725341797,8.543560028076172,8.705100059509277
2016-01-28,1.090798020362854,1.4249074459075928,0.7016066908836365,0.6427148580551147,1.4094799757003784,1.014299988746643,118.46700286865234,8.501279830932617,8.65287971496582
2016-01-29,1.0936970710754395,1.4362038373947144,0.7086167335510254,0.6480041146278381,1.4034299850463867,1.013800024986267,118.93000030517578,8.503230094909668,8.614649772644043
2016-02-01,1.0825908184051514,1.4246028661727905,0.7068636417388916,0.6469979286193848,1.397279977798462,1.0245000123977661,121.33999633789062,8.589159965515137,8.685449600219727
2016-02-02,1.0897282361984253,1.4427932500839233,0.711085855960846,0.6545788049697876,1.3949999809265137,1.0195000171661377,120.83999633789062,8.524709701538086,8.680450439453125
2016-02-03,1.0922038555145264,1.4409221410751343,0.7029876708984375,0.6520180106163025,1.406000018119812,1.0186899900436401,119.85600280761719,8.549610137939453,8.719679832458496
2016-02-04,1.1091023683547974,1.4585764408111572,0.7154611349105835,0.6647168397903442,1.3794200420379639,1.0052000284194946,118.12000274658203,8.43949031829834,8.563610076904297
2016-02-05,1.119996428489685,1.4581085443496704,0.7199423909187317,0.6729927659034729,1.3755199909210205,0.9933900237083435,116.86599731445312,8.398619651794434,8.496109962463379
2016-02-08,1.114504098892212,1.4512102603912354,0.7086167335510254,0.6629980802536011,1.3882999420166016,0.9927999973297119,116.94999694824219,8.4621000289917,8.56177043914795
2016-02-09,1.1189812421798706,1.4436055421829224,0.7079144716262817,0.6619009971618652,1.3925000429153442,0.9871000051498413,115.66799926757812,8.448760032653809,8.583160400390625
2016-02-10,1.1289994716644287,1.446591854095459,0.7067137956619263,0.6642311811447144,1.388319969177246,0.9728999733924866,115.19100189208984,8.413200378417969,8.581000328063965
2016-02-11,1.128095269203186,1.452643871307373,0.7103786468505859,0.6684938669204712,1.392300009727478,0.9733999967575073,113.25199890136719,8.370209693908691,8.514100074768066
2016-02-12,1.1317979097366333,1.4482258558273315,0.7124029397964478,0.6715014576911926,1.3916300535202026,0.9722999930381775,112.49700164794922,8.37285041809082,8.554200172424316
2016-02-15,1.1225990056991577,1.4518002271652222,0.7116931080818176,0.6640105843544006,1.383679986000061,0.9782000184059143,113.66999816894531,8.422109603881836,8.591329574584961
2016-02-16,1.1174057722091675,1.4459224939346313,0.714796245098114,0.664893627166748,1.3821899890899658,0.9857000112533569,114.3219985961914,8.470680236816406,8.60949993133545
2016-02-17,1.1147029399871826,1.4303901195526123,0.7119971513748169,0.6581978797912598,1.3865200281143188,0.9883000254631042,114.08000183105469,8.503499984741211,8.6274995803833
2016-02-18,1.112297534942627,1.4281632900238037,0.7176175117492676,0.6633939146995544,1.3677400350570679,0.9925000071525574,114.27999877929688,8.516610145568848,8.54833984375
2016-02-19,1.1110987663269043,1.4333218336105347,0.7150007486343384,0.6644960045814514,1.3737900257110596,0.9930899739265442,113.25,8.445130348205566,8.589400291442871
2016-02-22,1.1123965978622437,1.426594614982605,0.7142857313156128,0.6626027226448059,1.3789000511169434,0.9906200170516968,112.48899841308594,8.442540168762207,8.56410026550293
2016-02-23,1.102803349494934,1.4148073196411133,0.7234842777252197,0.6714112758636475,1.370300054550171,0.9994999766349792,112.97100067138672,8.496049880981445,8.60696029663086
2016-02-24,1.1027060747146606,1.4013453722000122,0.7195797562599182,0.6640105843544006,1.379699945449829,0.9909999966621399,111.87999725341797,8.47704029083252,8.599780082702637
2016-02-25,1.1013944149017334,1.3929517269134521,0.7194762229919434,0.6664445400238037,1.370300054550171,0.9890999794006348,112.10099792480469,8.48865032196045,8.666279792785645
2016-02-26,1.1024993658065796,1.3966480493545532,0.7235890030860901,0.674900472164154,1.3544000387191772,0.9900000095367432,113.11799621582031,8.49685001373291,8.623220443725586
2016-02-29,1.0923947095870972,1.3861935138702393,0.7128092050552368,0.6591957807540894,1.354699969291687,0.9966999888420105,113.66000366210938,8.558910369873047,8.691109657287598
2016-03-01,1.0888975858688354,1.3927963972091675,0.7142857313156128,0.6604147553443909,1.3537399768829346,0.9976999759674072,112.43000030517578,8.555760383605957,8.685839653015137
2016-03-02,1.0875948667526245,1.3963944911956787,0.7181844115257263,0.6640987992286682,1.3427000045776367,0.9965999722480774,113.93000030517578,8.612489700317383,8.640210151672363
2016-03-03,1.086897373199463,1.408093810081482,0.7288098335266113,0.666400134563446,1.342900037765503,0.996399998664856,113.46600341796875,8.60813045501709,8.661239624023438
2016-03-04,1.094894528388977,1.4174946546554565,0.7357810139656067,0.6724949479103088,1.3406000137329102,0.9922999739646912,113.66999816894531,8.530579566955566,8.58329963684082
2016-03-07,1.0993964672088623,1.4215044975280762,0.7411414980888367,0.6789788007736206,1.3329999446868896,0.9939000010490417,113.8030014038086,8.482560157775879,8.491080284118652
2016-03-08,1.1016006469726562,1.4261265993118286,0.7458233833312988,0.6785181164741516,1.329300045967102,0.9952999949455261,113.4520034790039,8.473719596862793,8.503700256347656
2016-03-09,1.1004005670547485,1.4208581447601318,0.7433839440345764,0.674490749835968,1.3416999578475952,0.9964100122451782,112.66000366210938,8.492349624633789,8.565600395202637
2016-03-10,1.0989010334014893,1.42069673538208,0.7471049427986145,0.6644076704978943,1.3247699737548828,0.998199999332428,113.25299835205078,8.451499938964844,8.529680252075195
2016-03-11,1.1178430318832397,1.4287755489349365,0.7462129592895508,0.6688963174819946,1.33378005027771,0.984499990940094,112.86000061035156,8.372989654541016,8.507340431213379
2016-03-14,1.1167943477630615,1.4380005598068237,0.756315290927887,0.674081563949585,1.3235700130462646,0.982699990272522,113.77799987792969,8.33530044555664,8.410449981689453
2016-03-15,1.1101982593536377,1.4282041788101196,0.7521058917045593,0.6684938669204712,1.327280044555664,0.9870200157165527,113.83000183105469,8.345040321350098,8.469690322875977
2016-03-16,1.1109012365341187,1.4156285524368286,0.746324360370636,0.6612444519996643,1.3353999853134155,0.9869999885559082,113.1050033569336,8.317150115966797,8.551440238952637
2016-03-17,1.1218937635421753,1.4255167245864868,0.7547169327735901,0.674081563949585,1.3115999698638916,0.9779300093650818,112.75199890136719,8.232430458068848,8.4476900100708
2016-03-18,1.1317979097366333,1.4478065967559814,0.7649939060211182,0.6839009523391724,1.2984000444412231,0.9670500159263611,111.3499984741211,8.180399894714355,8.319849967956543
2016-03-21,1.1279042959213257,1.4468011856079102,0.7597629427909851,0.6776904463768005,1.3046000003814697,0.9693300127983093,111.44499969482422,8.225391387939453,8.37697982788086
2016-03-22,1.1235954761505127,1.4370087385177612,0.7571741938591003,0.6766815185546875,1.3092000484466553,0.970740020275116,112.13899993896484,8.227109909057617,8.406089782714844
2016-03-23,1.122296690940857,1.4224953651428223,0.7620208859443665,0.674900472164154,1.3050099611282349,0.9728000164031982,112.25199890136719,8.22266960144043,8.399299621582031
2016-03-24,1.118105411529541,1.411691665649414,0.7533524632453918,0.6721785664558411,1.3209999799728394,0.9753000140190125,112.4000015258789,8.267669677734375,8.479080200195312
2016-03-25,1.1167943477630615,1.4130080938339233,0.7526719570159912,0.670286238193512,1.3250800371170044,0.9759899973869324,112.83000183105469,8.298959732055664,8.48501968383789
2016-03-28,1.1159967184066772,1.413107991218567,0.7505817413330078,0.6677796840667725,1.3271000385284424,0.9782999753952026,113.44999694824219,8.311240196228027,8.485980033874512
2016-03-29,1.1202723979949951,1.4263300895690918,0.7556865215301514,0.674217939376831,1.3174699544906616,0.9734500050544739,113.36399841308594,8.277159690856934,8.427470207214355
2016-03-30,1.12920343875885,1.438641905784607,0.7640002965927124,0.6869075298309326,1.3063000440597534,0.9664000272750854,112.68000030517578,8.193550109863281,8.39229965209961
2016-03-31,1.1334655284881592,1.4374011754989624,0.7661073803901672,0.690321683883667,1.297659993171692,0.9649500250816345,112.36599731445312,8.132499694824219,8.30862045288086
2016-04-01,1.1379671096801758,1.4366991519927979,0.7669888138771057,0.6920893788337708,1.2990599870681763,0.9610000252723694,112.4800033569336,8.117500305175781,8.272970199584961
2016-04-04,1.1390039920806885,1.422454833984375,0.7668711543083191,0.6897027492523193,1.3035999536514282,0.9585999846458435,111.72200012207031,8.128910064697266,8.309470176696777
